,name,category
3675,Komix Herbal Rasa Peppermint 15 ml 6 Sachet,perawatan-herbal
3676,Lanvy Syrup 100 ml,perawatan-herbal
3677,Laserin 30 ml,perawatan-herbal
3678,Laserin Madu Sirup 30 ml,perawatan-herbal
3679,Laserin Madu Sirup 60 ml,perawatan-herbal
3680,Laserin Plus Batuk 100 ml,perawatan-herbal
3681,Laserin Plus Batuk 60 ml,perawatan-herbal
3682,Laserin Sirup 15 ml,perawatan-herbal
3683,Laserin Sirup 60 ml,perawatan-herbal
3684,Madu Flek & Batuk 150 ml,perawatan-herbal
3685,Madu Mahabbah 350 g,perawatan-herbal
3686,Mixsaga 10 ml,perawatan-herbal
3687,Mucopan Sirup 60 ml,perawatan-herbal
3688,Nanotech Euca Card Sachet,perawatan-herbal
3689,Natra Bio Child Cold & Flu Relief 1 oz,perawatan-herbal
3690,OB Herbal Ziplong Cair 12 ml 12 Sachet,perawatan-herbal
3691,OB Herbal Ziplong Cair 12 ml 5 Sachet,perawatan-herbal
3692,Obasa Sirup 60 ml,perawatan-herbal
3693,Paramorina OBP Sirup 100 ml,perawatan-herbal
3694,Pectum Sirup 120 ml,perawatan-herbal
3695,Pectum Sirup 60 ml,perawatan-herbal
3696,Probaflek Sirup 175 g,perawatan-herbal
3697,Pyfakof Ivy Sirup 60 ml,perawatan-herbal
3698,Rheumason Inhaler 0.5 g,perawatan-herbal
3699,Sinargi Santopect 300 mg 60 Pil,perawatan-herbal
3700,Sirup Batuk Apricot Piparlu 7 ml Sachet,perawatan-herbal
3701,Tolak Angin Flu 2 Box (12 Sachet/Box) - Hemat Borongan,perawatan-herbal
3702,Vicks Formula Jahe Madu 28 ml,perawatan-herbal
3703,Wybert Herbal Batuk Sirup 60 ml,perawatan-herbal
3704,Wybert Herbal Batuk Sirup Plus 100 ml,perawatan-herbal
3705,Wybert Herbal Batuk Sirup Plus 60 ml,perawatan-herbal
3706,Ibuprofen 200 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3707,Arcoxia 90 mg 10 Tablet,pereda-demam-dan-nyeri
3708,Sumagesic 600 mg 4 Tablet,pereda-demam-dan-nyeri
3709,Sanmol 500 mg 4 Tablet,pereda-demam-dan-nyeri
3710,Mefinal 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3711,Voltadex 50 mg 10 Tablet,pereda-demam-dan-nyeri
3712,Sanmol Forte 4 Tablet,pereda-demam-dan-nyeri
3713,Cataflam 50 mg 10 Tablet,pereda-demam-dan-nyeri
3714,Opistan 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3715,Buscopan Plus 4 Tablet,pereda-demam-dan-nyeri
3716,Neuralgin Rx 10 Kaplet,pereda-demam-dan-nyeri
3717,Paracetamol 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3718,Panadol 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3719,Cataflam 25 mg 10 Tablet,pereda-demam-dan-nyeri
3720,Spedifen 400 mg 6 Tablet,pereda-demam-dan-nyeri
3721,Panadol Extra 10 Kaplet,pereda-demam-dan-nyeri
3722,Asam Mefenamat 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3723,Mertigo 6 mg 10 Tablet,pereda-demam-dan-nyeri
3724,Paracetamol 500 mg 3 Strip (10 Kaplet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3725,Ponstan 500 mg 10 Tablet,pereda-demam-dan-nyeri
3726,Proris Suspensi 60 ml,pereda-demam-dan-nyeri
3727,Farsifen 400 mg 10 Tablet,pereda-demam-dan-nyeri
3728,Natrium Diklofenak 50 mg 10 Tablet,pereda-demam-dan-nyeri
3729,Flunarizine 5 mg 10 Tablet,pereda-demam-dan-nyeri
3730,Dexketoprofen 25 mg 10 Tablet,pereda-demam-dan-nyeri
3731,Proris Triple Action 10 Kaplet,pereda-demam-dan-nyeri
3732,Betahistine 6 mg 10 Tablet,pereda-demam-dan-nyeri
3733,Kalium Diklofenak 50 mg 10 Tablet,pereda-demam-dan-nyeri
3734,Proris Forte Suspensi 50 ml,pereda-demam-dan-nyeri
3735,Proris Suppositoria 125 mg,pereda-demam-dan-nyeri
3736,Buscopan 10 mg 10 Tablet,pereda-demam-dan-nyeri
3737,Histigo 6 mg 10 Kaplet,pereda-demam-dan-nyeri
3738,Ibuprofen 400 mg 10 Tablet,pereda-demam-dan-nyeri
3739,Voltaren 50 mg 10 Tablet,pereda-demam-dan-nyeri
3740,Celecoxib 200 mg 10 Kapsul,pereda-demam-dan-nyeri
3741,Meloxicam 7.5 mg 10 Tablet,pereda-demam-dan-nyeri
3742,Asam Mefenamat 500 mg 3 Strip (10 Kaplet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3743,Farsifen Plus 10 Tablet,pereda-demam-dan-nyeri
3744,Feminax 4 Tablet,pereda-demam-dan-nyeri
3745,Ibuprofen 400 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3746,Orinox 90 mg 10 Tablet,pereda-demam-dan-nyeri
3747,Sanmol 500 mg 5 Strip (4 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3748,Mefinal 250 mg 10 Kapsul,pereda-demam-dan-nyeri
3749,Neuralgin Rx 3 Strip (10 Kaplet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3750,Sumagesic 600 mg 5 Strip (4 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3751,Bodrex Extra 5 Strip (4 Kaplet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3752,Dumin 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3753,Fasidol Forte 650 mg 10 Kaplet,pereda-demam-dan-nyeri
3754,Meloxicam 15 mg 10 Tablet,pereda-demam-dan-nyeri
3755,Merislon 12 mg 10 Tablet,pereda-demam-dan-nyeri
3756,Pamol Suppositoria 125 mg,pereda-demam-dan-nyeri
3757,Celebrex 200 mg 10 Kapsul,pereda-demam-dan-nyeri
3758,Ibuprofen 200 mg 10 Tablet,pereda-demam-dan-nyeri
3759,Paramex 5 Strip (4 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3760,Arcoxia 120 mg 10 Tablet,pereda-demam-dan-nyeri
3761,Mefinal 500 mg 3 Strip (10 Kaplet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3762,Neuralgin Rhema 10 Tablet,pereda-demam-dan-nyeri
3763,Pamol 500 mg 10 Tablet,pereda-demam-dan-nyeri
3764,Paramex 4 Tablet,pereda-demam-dan-nyeri
3765,Bodrex Migra 5 Strip (4 Kaplet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3766,Celebrex 100 mg 10 Kapsul,pereda-demam-dan-nyeri
3767,Dolo-Neurobion 10 Tablet,pereda-demam-dan-nyeri
3768,Feminax 5 Strip (4 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3769,Flunarizine 10 mg 10 Tablet,pereda-demam-dan-nyeri
3770,Kaditic 50 mg 10 Tablet,pereda-demam-dan-nyeri
3771,Koolfever For Adult 6 Sachet - Hemat Borongan,pereda-demam-dan-nyeri
3772,Natrium Diklofenak 25 mg 10 Tablet,pereda-demam-dan-nyeri
3773,Panadol Extra 3 Strip (10 Kaplet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3774,Pirofel Gel 0.5 % 20 g,pereda-demam-dan-nyeri
3775,Stugeron 25 mg 10 Tablet,pereda-demam-dan-nyeri
3776,Arcoxia 60 mg 10 Tablet,pereda-demam-dan-nyeri
3777,Biogesic 500 mg 4 Tablet,pereda-demam-dan-nyeri
3778,Cataflam Fast Powder 50 mg 9 Sachet,pereda-demam-dan-nyeri
3779,Etoricoxib 90 mg 10 Tablet,pereda-demam-dan-nyeri
3780,Flamar 50 mg 10 Tablet,pereda-demam-dan-nyeri
3781,Ketesse 25 mg 10 Tablet,pereda-demam-dan-nyeri
3782,Ketoprofen 100 mg 10 Tablet,pereda-demam-dan-nyeri
3783,Ketorolac 10 mg 10 Tablet,pereda-demam-dan-nyeri
3784,Natrium Diklofenak 50 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3785,Neo Rheumacyl 20 Tablet,pereda-demam-dan-nyeri
3786,Pamol Suppositoria 250 mg,pereda-demam-dan-nyeri
3787,Piroxicam 20 mg 10 Tablet,pereda-demam-dan-nyeri
3788,Voltadex 50 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3789,Voltaren 25 mg 10 Tablet,pereda-demam-dan-nyeri
3790,Voltaren SR 75 mg 10 Tablet,pereda-demam-dan-nyeri
3791,Antalgin / Metamizole / Methampyron 500 mg 10 Tablet,pereda-demam-dan-nyeri
3792,Betahistine 6 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3793,Biogesic 500 mg 5 Strip (4 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3794,Bodrex 20 Tablet,pereda-demam-dan-nyeri
3795,Bodrex Herbal Sakit Kepala 4 Tablet,pereda-demam-dan-nyeri
3796,Cataflam 50 mg 2 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3797,Dapyrin 500 mg 10 Tablet,pereda-demam-dan-nyeri
3798,Dumin 125 mg/2.5 ml Rectal Tube,pereda-demam-dan-nyeri
3799,Ethylchloride Spray 100 ml,pereda-demam-dan-nyeri
3800,Etoricoxib 60 mg 10 Tablet,pereda-demam-dan-nyeri
3801,Flamar 10 mg/g Gel 20 g,pereda-demam-dan-nyeri
3802,Flamar 25 mg 10 Tablet,pereda-demam-dan-nyeri
3803,Kaltrofen Suppositoria 100 mg,pereda-demam-dan-nyeri
3804,Lapistan 500 mg 10 Tablet,pereda-demam-dan-nyeri
3805,Meloxicam 15 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3806,Merislon 6 mg 10 Tablet,pereda-demam-dan-nyeri
3807,Neo Rheumacyl Neuro 10 Kaplet,pereda-demam-dan-nyeri
3808,Piroxicam 10 mg 10 Tablet,pereda-demam-dan-nyeri
3809,Ponstan 500 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3810,Profenid Suppositoria 100 mg,pereda-demam-dan-nyeri
3811,Proris Suspensi 60 ml 2 Botol - Hemat Borongan,pereda-demam-dan-nyeri
3812,Renadinac 50 mg 10 Tablet,pereda-demam-dan-nyeri
3813,Voltadex Gel 20 g,pereda-demam-dan-nyeri
3814,Aclonac 50 mg 10 Tablet,pereda-demam-dan-nyeri
3815,Anastan Forte 10 Kaplet,pereda-demam-dan-nyeri
3816,Antrain 500 mg 10 Tablet,pereda-demam-dan-nyeri
3817,Asmef 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3818,Betahistine 24 mg 10 Tablet,pereda-demam-dan-nyeri
3819,Betaserc 24 mg 20 Tablet,pereda-demam-dan-nyeri
3820,Bodrex 2 Box (20 Tablet/Box) - Hemat Borongan,pereda-demam-dan-nyeri
3821,Bodrex Demam 4 Kaplet,pereda-demam-dan-nyeri
3822,Bodrex Extra 4 Kaplet,pereda-demam-dan-nyeri
3823,Bodrex Migra 4 Kaplet,pereda-demam-dan-nyeri
3824,Bufect Suspensi 100mg/5ml 60ml,pereda-demam-dan-nyeri
3825,Bufect Suspensi Forte 200mg/5ml 50 ml,pereda-demam-dan-nyeri
3826,Buscopan Plus 5 Strip (4 Tablet/Strip)- Hemat Borongan,pereda-demam-dan-nyeri
3827,Cataflam 25 mg 2 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3828,Cataflam D 10 Tablet,pereda-demam-dan-nyeri
3829,Cataflam Drops 15 ml,pereda-demam-dan-nyeri
3830,Celecoxib 100 mg 10 Kapsul,pereda-demam-dan-nyeri
3831,Coxiron 60 mg 10 Tablet,pereda-demam-dan-nyeri
3832,Divoltar 50 mg 10 Tablet,pereda-demam-dan-nyeri
3833,Dolofen-F 400 mg 10 Kapsul,pereda-demam-dan-nyeri
3834,Dumin 250 mg Rectal Tube 4 ml,pereda-demam-dan-nyeri
3835,Dumin 500 mg 3 Strip (10 Kaplet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3836,Duspatalin 135 mg 10 Tablet,pereda-demam-dan-nyeri
3837,Eflagen 50 mg 10 Tablet,pereda-demam-dan-nyeri
3838,Emturnas Forte 650 mg 10 Kaplet,pereda-demam-dan-nyeri
3839,Ericaf 10 Tablet,pereda-demam-dan-nyeri
3840,Etoricoxib 120 mg 10 Tablet,pereda-demam-dan-nyeri
3841,Etorvel 90 mg 10 Tablet,pereda-demam-dan-nyeri
3842,Fargetix 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3843,Farsifen 200 mg 10 Tablet,pereda-demam-dan-nyeri
3844,Farsifen Plus 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3845,Fasidol 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3846,Faxiden 20 mg 10 Kaplet,pereda-demam-dan-nyeri
3847,Feldene 0.5% Gel 15 g,pereda-demam-dan-nyeri
3848,Feldene 0.5% Gel 25 gr,pereda-demam-dan-nyeri
3849,Fenamin 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3850,Flamigra 50 mg 10 Tablet,pereda-demam-dan-nyeri
3851,Flasicox 15 mg 10 Kaplet,pereda-demam-dan-nyeri
3852,Flunarizine 5 mg 20 Tablet,pereda-demam-dan-nyeri
3853,Frego 10 mg 10 Tablet,pereda-demam-dan-nyeri
3854,Frego 5 mg 10 Tablet,pereda-demam-dan-nyeri
3855,Gratheos 50 mg 10 Tablet,pereda-demam-dan-nyeri
3856,Hufagesic 10 Kaplet,pereda-demam-dan-nyeri
3857,Iremax 200 mg 10 Tablet,pereda-demam-dan-nyeri
3858,Iremax 200 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3859,Kaflam 50 mg 10 Tablet,pereda-demam-dan-nyeri
3860,Kalium Diklofenak 25 mg 10 Tablet,pereda-demam-dan-nyeri
3861,Klotaren 25 mg 10 Tablet,pereda-demam-dan-nyeri
3862,Klotaren 50 mg 10 Tablet,pereda-demam-dan-nyeri
3863,Mefinter 500 mg 4 Tablet,pereda-demam-dan-nyeri
3864,Megatic 50 mg 10 Tablet,pereda-demam-dan-nyeri
3865,Meloxicam 7.5 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3866,Mertigo SR 12 mg 10 Tablet,pereda-demam-dan-nyeri
3867,Mirasic 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3868,Mirasic Forte 650 mg 10 Tablet,pereda-demam-dan-nyeri
3869,Mixalgin 10 Tablet,pereda-demam-dan-nyeri
3870,Neo Rheumacyl 2 Strip (20 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3871,Neurofenac Plus 50 mg 10 Tablet,pereda-demam-dan-nyeri
3872,Neuropyron V 10 Tablet,pereda-demam-dan-nyeri
3873,Norages Drop 20 ml,pereda-demam-dan-nyeri
3874,Norages Sirup 250 mg/5 ml 60 ml,pereda-demam-dan-nyeri
3875,Orinox 60 mg 10 Tablet,pereda-demam-dan-nyeri
3876,Oskadon 4 Tablet,pereda-demam-dan-nyeri
3877,Oskadon 5 Strip (4 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3878,Oskadon Sp 4 Tablet,pereda-demam-dan-nyeri
3879,Paramex Nyeri Otot 4 Tablet,pereda-demam-dan-nyeri
3880,Paramex Nyeri Otot 5 Strip (4 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3881,Paranervion 10 Kaplet,pereda-demam-dan-nyeri
3882,Piroxicam 10 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3883,Piroxicam 20 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3884,Poldan Mig 4 Kaplet,pereda-demam-dan-nyeri
3885,Pronalges Suppositoria 100 mg,pereda-demam-dan-nyeri
3886,Propyretic Suppositoria 160 mg,pereda-demam-dan-nyeri
3887,Proris 200 mg 3 Strip (10 Kaplet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3888,Puyer Bintang Toedjoe No 16 1 g 12 Sachet,pereda-demam-dan-nyeri
3889,Pyrexin 500 mg 10 Tablet,pereda-demam-dan-nyeri
3890,Renadinac 50 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3891,Rhelafen 100 mg/5ml Sirup 60 ml,pereda-demam-dan-nyeri
3892,Samcofenac 50 mg 10 Tablet,pereda-demam-dan-nyeri
3893,Seremig 10 mg 10 Kaplet,pereda-demam-dan-nyeri
3894,Tofedex 25 mg 10 Tablet,pereda-demam-dan-nyeri
3895,Torasic 10 mg 10 Tablet,pereda-demam-dan-nyeri
3896,Triptagic Kaplet 100 mg,pereda-demam-dan-nyeri
3897,Vastigo 6 mg 10 Tablet,pereda-demam-dan-nyeri
3898,Vertigosan 10 Tablet,pereda-demam-dan-nyeri
3899,Voltadex Gel 20 g 2 Tube - Hemat Borongan,pereda-demam-dan-nyeri
3900,Xylocaine 2% Gel 10 g,pereda-demam-dan-nyeri
3901,Abajos 10 Kapsul,pereda-demam-dan-nyeri
3902,Aclonac 25 mg 10 Tablet,pereda-demam-dan-nyeri
3903,Aclonac Emulgel 1% 20 g,pereda-demam-dan-nyeri
3904,Alaxan FR 10 Kapsul,pereda-demam-dan-nyeri
3905,Alif 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3906,Alphamol 600 mg 10 Kaplet,pereda-demam-dan-nyeri
3907,Alvita 10 Kaplet,pereda-demam-dan-nyeri
3908,Analpim 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3909,Anuva Tablet 50 mg,pereda-demam-dan-nyeri
3910,Arbupon Syrup 60 ml,pereda-demam-dan-nyeri
3911,Arfen 400 mg 10 Kaplet,pereda-demam-dan-nyeri
3912,Argesid 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3913,Arsinal 10 Tablet,pereda-demam-dan-nyeri
3914,Artrilox 15 mg 10 Tablet,pereda-demam-dan-nyeri
3915,Artrilox 7.5 mg 10 Tablet,pereda-demam-dan-nyeri
3916,Asimat 500 mg 10 Tablet,pereda-demam-dan-nyeri
3917,Atrocox 15 mg 10 Tablet,pereda-demam-dan-nyeri
3918,Atrocox 7.5 mg 10 Tablet,pereda-demam-dan-nyeri
3919,Axaprofen 10 Kaplet,pereda-demam-dan-nyeri
3920,Bartolium 5 mg 10 Tablet,pereda-demam-dan-nyeri
3921,Benostan 500 mg 10 Tablet,pereda-demam-dan-nyeri
3922,Betaserc 8 mg 25 Tablet,pereda-demam-dan-nyeri
3923,Betaver 6 mg 10 Tablet,pereda-demam-dan-nyeri
3924,Bimacyl 10 Tablet,pereda-demam-dan-nyeri
3925,Bimastan 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3926,Biomega 10 Kaplet,pereda-demam-dan-nyeri
3927,Biropyron 10 Kaplet,pereda-demam-dan-nyeri
3928,Blastofen 25 mg 10 Tablet,pereda-demam-dan-nyeri
3929,Brazine 25 mg 10 Kaplet,pereda-demam-dan-nyeri
3930,Brufen 100 mg 60 ml,pereda-demam-dan-nyeri
3931,Bufect 4 Tablet,pereda-demam-dan-nyeri
3932,Buscopan 10 mg 2 Strip (10 Tablet/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3933,Cameloc 15 mg 10 Tablet,pereda-demam-dan-nyeri
3934,Cargesik 500 mg 10 Tablet,pereda-demam-dan-nyeri
3935,Cataflam Fast Powder 50 mg 2 Box (18 Sachet) - Hemat Borongan,pereda-demam-dan-nyeri
3936,Celebrex 100 mg 3 Strip (10 Kapsul/Strip) - Hemat Borongan,pereda-demam-dan-nyeri
3937,Citomol 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3938,Citostan Forte 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3939,Costan Forte 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3940,Coxiron 120 mg 10 Tablet,pereda-demam-dan-nyeri
3941,Coxiron 90 mg 10 Tablet,pereda-demam-dan-nyeri
3942,Darvon 6 mg 10 Tablet,pereda-demam-dan-nyeri
3943,Datan 500 mg Kaplet,pereda-demam-dan-nyeri
3944,Deflamat CR 100 mg 20 Kapsul,pereda-demam-dan-nyeri
3945,Deflamat CR 75 mg 20 Kapsul,pereda-demam-dan-nyeri
3946,Degrium 5 mg 10 Tablet,pereda-demam-dan-nyeri
3947,Denicam 20 mg 10 Kapsul,pereda-demam-dan-nyeri
3948,Dicloflam 50 mg 10 Tablet,pereda-demam-dan-nyeri
3949,Dicoren Gel 20 g,pereda-demam-dan-nyeri
3950,Diflam 50 mg 10 Tablet,pereda-demam-dan-nyeri
3951,Diklovit 10 Tablet,pereda-demam-dan-nyeri
3952,Dizine 10 mg 10 Tablet,pereda-demam-dan-nyeri
3953,Dogesic 500 mg 10 Tablet,pereda-demam-dan-nyeri
3954,Dolo Licobion 10 Kaplet,pereda-demam-dan-nyeri
3955,Dolo Scanneuron 10 Kaplet,pereda-demam-dan-nyeri
3956,Dolos Kaplet 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3957,Dormi Comp Kaplet,pereda-demam-dan-nyeri
3958,Eflagen 25 mg 10 Tablet,pereda-demam-dan-nyeri
3959,Emturnas 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3960,Erlagin 10 Kaplet,pereda-demam-dan-nyeri
3961,Erlamol 500 mg 10 Tablet,pereda-demam-dan-nyeri
3962,Erlamol Forte 650 mg 10 Kaplet,pereda-demam-dan-nyeri
3963,Erphaflam 50 mg 10 Tablet,pereda-demam-dan-nyeri
3964,Erphamol 10 Kaplet,pereda-demam-dan-nyeri
3965,Etafen 400 mg 10 Tablet,pereda-demam-dan-nyeri
3966,Etafenin 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3967,Etorix 120 mg 10 Tablet,pereda-demam-dan-nyeri
3968,Etorix 90 mg 10 Tablet,pereda-demam-dan-nyeri
3969,Etorvel 120 mg 10 Tablet,pereda-demam-dan-nyeri
3970,Etorvel 60 mg 10 Tablet,pereda-demam-dan-nyeri
3971,Exaflam 25 mg 10 Tablet,pereda-demam-dan-nyeri
3972,Exaflam 50 mg 10 Tablet,pereda-demam-dan-nyeri
3973,Farmadol 500 mg 10 Tablet,pereda-demam-dan-nyeri
3974,Farpain 10 mg 10 Tablet,pereda-demam-dan-nyeri
3975,Farsifen Suspensi 60 ml,pereda-demam-dan-nyeri
3976,Fasgo 500 mg 10 Tablet,pereda-demam-dan-nyeri
3977,Fasgo Forte 10 Tablet,pereda-demam-dan-nyeri
3978,Fasidol Plus 10 Kaplet,pereda-demam-dan-nyeri
3979,Faxiden 10 mg 10 Kaplet,pereda-demam-dan-nyeri
3980,Faxiden 5 mg/g Gel 10 g,pereda-demam-dan-nyeri
3981,Feldco 20 mg 10 Kapsul,pereda-demam-dan-nyeri
3982,Feldco 5 mg/g Gel 25 g,pereda-demam-dan-nyeri
3983,Feldene Flash 10 Tablet,pereda-demam-dan-nyeri
3984,Feldene Flash Tablet 20 mg,pereda-demam-dan-nyeri
3985,Femisic 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3986,Fenaren 50 mg 10 Tablet,pereda-demam-dan-nyeri
3987,Fenatic 400 mg 10 Tablet,pereda-demam-dan-nyeri
3988,Fendex 25 mg 10 Tablet,pereda-demam-dan-nyeri
3989,Fenris Sirup 60 ml,pereda-demam-dan-nyeri
3990,Fetik Suppositoria,pereda-demam-dan-nyeri
3991,Fimestan 50 mg/5 ml Sirup 60 ml,pereda-demam-dan-nyeri
3992,Fimestan Forte 500 mg 10 Tablet,pereda-demam-dan-nyeri
3993,Flazen 50 mg 10 Tablet,pereda-demam-dan-nyeri
3994,Fleximax 10 Kaplet,pereda-demam-dan-nyeri
3995,Flunarizine 10 mg 20 Tablet,pereda-demam-dan-nyeri
3996,Galtaren Gel 20 gr,pereda-demam-dan-nyeri
3997,Genflam 50 mg 10 Tablet,pereda-demam-dan-nyeri
3998,Ginifar 500 mg 10 Kaplet,pereda-demam-dan-nyeri
3999,Gitaramin 500 mg 10 Tablet,pereda-demam-dan-nyeri
4000,Goflex 500 mg 6 Tablet,pereda-demam-dan-nyeri
4001,Goralgin 10 Tablet,pereda-demam-dan-nyeri
4002,Grafadon 500 mg 10 Kaplet,pereda-demam-dan-nyeri
4003,Grafadon Forte 650 mg 10 Kaplet,pereda-demam-dan-nyeri
4004,Grafamic 500 mg 10 Kaplet,pereda-demam-dan-nyeri
4005,Grafix Kapsul 500mg,pereda-demam-dan-nyeri
4006,Gratizin 10 mg 10 Tablet,pereda-demam-dan-nyeri
4007,Gratizin 5 mg 10 Tablet,pereda-demam-dan-nyeri
4008,Grazeo 10 mg 10 Tablet,pereda-demam-dan-nyeri
4009,Grazeo 20 mg 10 Tablet,pereda-demam-dan-nyeri
4010,Herbapain 6 Tablet,pereda-demam-dan-nyeri
4011,Hexcam 15 mg 10 Tablet,pereda-demam-dan-nyeri
4012,Hufaxicam 15 mg 10 Kaplet,pereda-demam-dan-nyeri
4013,Hufaxicam 7.5 mg 10 Tablet,pereda-demam-dan-nyeri
4014,Hufralgin 10 Kaplet,pereda-demam-dan-nyeri
4015,Ifen 400 mg 10 Tablet,pereda-demam-dan-nyeri
4016,Infalgin 500 mg 10 Tablet,pereda-demam-dan-nyeri
4017,Infeld 20 mg 10 Kapsul,pereda-demam-dan-nyeri
4018,Infeld Gel 15 g,pereda-demam-dan-nyeri
4019,Itamol 10 Kaplet,pereda-demam-dan-nyeri
4020,Itamol Forte 650 mg 10 Kaplet,pereda-demam-dan-nyeri
4021,Itramol 10 Tablet,pereda-demam-dan-nyeri
4022,Kadiflam 50 mg 10 Tablet,pereda-demam-dan-nyeri
4023,Kaflam 25 mg 10 Tablet,pereda-demam-dan-nyeri
4024,Kaltrofen 100 mg 10 Tablet,pereda-demam-dan-nyeri
4025,Kaltrofen 50 mg 10 Tablet,pereda-demam-dan-nyeri
4026,Kamolas 500 mg 10 Kaplet,pereda-demam-dan-nyeri
4027,Kefentech Plester 30 mg,pereda-demam-dan-nyeri
4028,Keren 25 mg 10 Tablet,pereda-demam-dan-nyeri
4029,Ketoprofen 50 mg 10 Tablet,pereda-demam-dan-nyeri
4030,Lacosib 60 mg 10 Tablet,pereda-demam-dan-nyeri
4031,Lacosib 90 mg 10 Tablet,pereda-demam-dan-nyeri
4032,Laflanac 25 mg 10 Tablet,pereda-demam-dan-nyeri
4033,Lanamol 500 mg 10 Kaplet,pereda-demam-dan-nyeri
4034,Lanareuma 20 mg 10 Kapsul,pereda-demam-dan-nyeri
4035,Lantiflam 100 mg 10 Tablet,pereda-demam-dan-nyeri
4036,Lantiflam Tablet 50 mg,pereda-demam-dan-nyeri
4037,Lexagin 500 mg 10 Kaplet,pereda-demam-dan-nyeri
4038,Lexaprofen 400 mg 10 Tablet,pereda-demam-dan-nyeri
4039,Lexicam 10 mg 10 Kapsul,pereda-demam-dan-nyeri
4040,Lexicam 20 mg 10 Kapsul,pereda-demam-dan-nyeri
4041,Lexigo 6 mg 10 Tablet,pereda-demam-dan-nyeri
4042,Licostan 500 mg 10 Kaplet,pereda-demam-dan-nyeri
4043,Loxil 7.5 mg 10 Tablet,pereda-demam-dan-nyeri
4044,Loximei 7.5 mg 10 Tablet,pereda-demam-dan-nyeri
4045,Maganol 500 mg 12 Kaplet,pereda-demam-dan-nyeri
4046,Maxstan 500 mg 10 Kaplet,pereda-demam-dan-nyeri
