,name,price,deskripsi,isi_deksripsi
98,Betadine Vaginal Douche 10% 100 ml Plus Dengan Alat,Rp126.400 - Rp152.900,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"BETADINE VAGINAL DOUCHE merupakan obat pembersih vaginal yang mengandung Povidone Iodine 10%. Povidone Iodine merupakan germisida spektrum luas yang digunakan untuk mengobati vaginitis yang disebabkan oleh candidal, trichomonal, infeksi non spesifik atau infeksi campuran, atau sebagai desinfektan pre-operasi vaginal. Obat ini tidak disarankan bagi ibu hamil. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Sebagai disinfektan Vagina. Digunakan untuk mengobati gejala iritasi ringan, gatal-gatal & keputihan yang disebabkan oleh Trichomonas vaginalis, Candida albicans& Gardnerella vaginalis.**Povidone Iodine 10%**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Terapi : 30-960 mL betadine dalam air hangat 1 kali sehari selama 6 hari. Upaya pembersihan rutin : 15-960 mL betadine dalam air hangat 1-2 kali/minggu**Isi botol plastik yang tersedia dengan larutan sampai batas A (untuk menjaga kebersihan) atau sampai batas B (untuk mengobati infeksi). Tambahkan air hangat sampai batas C, kocok hingga merata.**HARUS DENGAN RESEP DOKTER. Jangan digunakan untuk pasien yang alergi Iodine, wanita hamil dan menyusui. Produk ini memiliki fungsi spermisidal, sebaiknya tidak digunakan untuk wanita yang sedang perencanaan kehamilan.**Hamil, laktasi**Iritasi lokal dan sensitif (hentikan pemakaian)**Obat Keras (Merah)**Dus, Botol plastik @ 100 ml dengan Aplikator**Mahakam Beta Farma**BPOM: DKL7813703066A1"
99,Lactacyd All Day Care 60 ml,Rp29.700 - Rp35.200,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"LACTACYD ALL DAY CARE 60 ML merupakan sabun kewanitaan yang mengandung Lactoserum dan Lactic acid dari ekstrak susu alami yang memiliki pH yang sesuai dengan pH alami area kewanitaan, sehingga menjaga pertumbuhan bakteri baik. Direkomendasikan dan aman digunakan setiap hari**Membersihkan area kewanitaan dengan lembut Melindungi area kewanitaan dari gatal dan iritasi**Purified Water, Sodium Laureth Sulfate, Whey Filtrate (Lactoserum), PEG-120 Methyl Glucose Dioleate/Tocopherol, Sodium Chloride, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Sodium Benzoate, Phenoxyethanol, Perfume, Styrene-Acrylates Copolymer/Coco-Glucoside/ Benzoic Acid, Lactic Acid, Tetrasodium EDTA, Ethylhexylglycerin, Citric Acid.**Dapat digunakan beberapa kali sehari, terutama pada saat masa siklus menstruasi, setiap hari saat mandi pagi dan sore.**Tuangkan secukupnya ke telapak tangan dan bersihkan area kewanitaan Bilas hingga bersih Untuk hasil yang optimal, gunakan 2x sehari.**Kocok dahulu sebelum digunakan. Tidak boleh dipakai terlalu dalam mengenai organ kewanitaan Anda. jauhkan dari jangkauan anak-anak.**Hipersensitivitas**Iritasi ringan**Produk Konsumen**Botol @ 60 ml**Aventis Pharma**BPOM: NA54231600003"
100,Q-Life Menstrual Care Patch,Rp18.300 - Rp19.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Q-Life Menstrual Care Patch merupakan plester kompres yang digunakan untuk membantu mengurangi nyeri dan kram saat menstruasi.**Membantu mengurangi nyeri dan kram saat menstruasi.**Iron powder, Air, Vermiculite, Activated Carbon, Sodium Chloride**Sesuai kebutuhan**1. Robek kemasan. Ketika kontak dengan udara, Menstrual care akan mengeluarkan panas dengan sendirinya. 2. Buka lapisan belakan patch dan tempelkan di permukaan pakaian pada area perut atau celana dalam, sesuaikan dengan level panas yang diinginkan. 3. Setelah setiap jam penggunaaan, istirahatkan kulit dengan melepas patch minimal selama 5 menit. Kontak yang berkepanjangan dengan panas akan menyebabkan sensasi terbakar pada kulit.**Jangan dibuka sebelum digunakan. Jauhkan dari jangkauan anak-anak. Simpan disuhu kamar, hindari dari paparan sinar matahari. Lepaskan produk jika kulit anda mengalami iritasi, sesnsasi terbakar, melepuh atau terasa panas. Konsultasikan pada dokter sebelum menggunakan produk jika sedang dalam kondisi hamil, memeliki diabetes, sirkulasi darah yang buruk, rheumatoid arthritis atau penyakit jantung. Segera bilas dengan air dan konsultasikan pada dokter jika produk tertelan atau produk kontak dengan kulit dan mata.**Alat Kesehatan & Medis Habis Pakai**Dus, 10 Sachet @ 1 Patch**Kino group**Kemenkes RI: AKD11403910368"
101,Betadine Feminine Wash Foam Daily Use Gentle Protection Immortelle 100 ml,Rp46.500 - Rp74.300,Deskripsi**Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Betadine Feminine Wash Foam Daily Use Gentle Protection Immortelle dibuat secara eksklusif untuk memelihara kebersihan area kewanitaan sehari-hari yang menjaga dan membantu pertumbuhan bakteri baik serta memberikan perlindungan alami terhadap rasa tidak nyaman.**Pembersih kewanitaan sehari-hari**Untuk pencegahan keputihan digunakan 1 kali sehari secara rutin 2 kali seminggu untuk pengobatan keputihan digunakan 2 kali sehari selama 5 hari berturut-turut**Tuangkan Betadine Feminine Wash Foam ke tangan yang telah dibasahi. Usapkan di area kewanitaan dan bilas dengan air bersih.**Produk Konsumen**Botol @ 100 ml**Mundipharma Healthcare Indonesia**BPOM: NA49171600101
102,Betadine Feminine Wash Natural Daun Sirih Radiance Blossom 110 ml,Rp23.000 - Rp29.700,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"BETADINE Feminine Wash Natural Daun Sirih Blossom Radiance merupakan pembersih area kewanitaan yang dilengkapi dengan bahan yang ramah dikulit, dengan ekstrak daun sirih, pH balanced, dan Gynaecologically Tested. Perlindungan ekstra yang menutrisi, membersihkan dan mencerahkan area kewanitaan. BETADIN Feminine Wash Natural Daun Sirih Blossom diformulasi secara khusus dengan ekstrak daun sirih yang memberikan perlindungan dan prebiotik untuk mendukung pertumbuhan bakteri baik. Kombinasi Daun Sirih dan Prebiotik memberikan perlindungan ganda untuk membersihkan dan mencegah bau tak sedap, gatal dan masalah di area kewanitaan.**Sebagai pembersih kewanitaan sehari-hari**Tuangkan pada tangan yang sudah dibasahi. Lalu basuhkan BETADINE Feminine Wash Daun Sirih Blossom pada area kewanitaan. Bilas sampai bersih. Cocok untuk digunakan setiap hari. Untuk penggunaan eksternal!**Produk Konsumen**Botol @ 110 ml**Mundipharma Healthcare Indonesia**BPOM: NA49211600001"
103,Betadine Feminine Wipes Daily Use Gentle Protection 10 Lembar,Rp12.700 - Rp20.500,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Betadine Feminine Wipes Daily Use Gentle Protection merupakan tissue pembersih kewanitaan sehari-hari untuk menjaga kebersihan area kewanitaan Formula yang mengandung Prebiotik dan Tri-Care+ (Immortelle, sensiva SC 50, Citrofol AI Extra) membantu pertumbuhan flora normal dan menjaga keseimbangan pH alami area kewanitaan. Dapat digunakan setiap saat, terutama setelah buang air kecil atau saat mengganti pembalut.**Pembersih kewanitaan sehari-hari**1. Buka stiker label. 2. Ambil Tissue. 3. Tutup kembali stiker label. 4. Usapkan pada area kewanitaan adri depan ke belakang. 5. Aman di buang di toilet.**Produk Konsumen**Pack @ 12 Lembar**First Medipharma**BPOM: NA49171600099"
104,Blood Menstruheat Sachet,Rp20.900,Deskripsi**Indikasi Umum**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"BLOOD/PS LOVE MENSTRUHEAT merupakan pad yang mengandung iron powder, garam dan activated carbon. Kombinasi kandungan produk ini bekerja dengan menimbulkan efek hangat seketika saat pad terpapar udara sampai dengan 12 jam, sehingga membantu mengurangi kram perut dan nyeri haid ketika ditempelkan.**Pad yang digunakan untuk mengurangi kram perut dan nyeri haid ketika ditempelkan.**Buka kemasan pad, pad akan menghangat saat terpapar udara. Lepaskan lapisan perekat dan tempelkan pad pada baju dalam atau area nyeri haid. Jika produk sudah tidak hangat lagi, lepaskan produk secara perlahan.**Produk hanya untuk penggunaan luar, tidak dapat dikonsumsi. Lepaskan produk perlahan jika terasa tidak nyaman (panas berlebih, iritasi, dll). Konsultasikan dengan dokter jika sedang hamil, mempunyai penyakit diabetes, masalah dengan sirkulasi darah, reumatik atau penyakit jantung. Sebaiknya tidak digunakan pada bayi, kulit yang terluka, atau ruam.**Alat Kesehatan & Medis Habis Pakai**Box @ 6 Sachet @ 1 Pad**None**Kemenkes RI: AKL11403916982"
105,Borobudur Em 60 Kapsul,Rp74.200,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Borobudur Em kapsul herbal yang mengandung kombinasi berbagai herbal alami, yang digunakan untuk membantu melancarkan haid**Membantu melancarkan haid**Anisi vulgaris Fructus Extract : 82.50 mg Curcumae Rhizoma Extract : 82.50 mg Foeniculi Fructus Extract : 82.50 mg Piperis nigri Fructus Extract : 82.50 mg Cinnamomi Cortex Extract : 55.00 mg Coriandri Fructus Extract : 55.00 mg Nigellae sativae Semen Extract : 55.00 mg Phyllanthi Herba Extract : 55.00 mg**3 kali sehari @ 2 kapsul**Sesudah makan, mulai 4-5 hari sebelum datang haid.**Herbal**Dus, 6 Strip @ 10 Kapsul**Industri Jamu Borobudur**BPOM: TR082383361"
106,Charm Cooling Fresh Night Wing 35 cm 8 Pads,Rp16.200 - Rp50.300,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Charm Cooling Fresh Night Wing merupakan pembalut wanita saat menstruasi yang memberikan sensasi dingin dengan ekstrak daun mint dan keamanan sepanjang tidur di malam hari.**Pembalut wanita saat menstruasi.**Seperti pada pemakaian pembalut biasa**Alat Kesehatan & Medis Habis Pakai**Pack @ 10 Pads**Unicharm**Kemenkes RI: AKL11104910949
107,Charm Cooling Fresh Night Wing 42 cm 6 Pads,Rp11.400 - Rp24.400,Deskripsi**Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Charm Cooling Fresh Night Wing merupakan pembalut wanita saat menstruasi yang memberikan sensasi dingin dengan ekstrak daun mint dan keamanan sepanjang tidur di malam hari.**Pembalut wanita saat menstruasi.**Sesuai Kebutuhan atau Sesuai Saran Dokter Gizi**Keluarkan pembalut dari bungkusnya lepaskan perekat pada pembalut kemudian tempelkan ke pakaian dalam.**Alat Kesehatan & Medis Habis Pakai**Pack @ 6 Pads**Unicharm**Kemenkes RI: AKL11104020725
108,Laurier Healthy Skin 22cm 18 Pads,Rp20.800 - Rp30.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack @ 18 Pads**KAO Indonesia
109,Laurier Healthy Skin 25Cm 14 Pads,Rp18.700 - Rp25.500,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"LAURIER HEALTHY SKIN merupakan pembalut wanita yang digunakan saat menstruasi. Produk ini dilengkapi inti penyerap instan, sehingga mampu menyerap cairan menstruasi secara maksimal, memberikan perlindungan anti bocor, cegah lembab dan cegah iritasi. Dengan butterfly wing yang melindungi segala sisi, serta pas menempel di tubuh dengan dilengkapi pelindung belakang yang lebar serta mencegah bocor samping.**Pembalut untuk menyerap cairan mentruasi secara maksimal.**Buka kemasan produk, lalu ambil pembalut dan lepaskan stiker yang merekat pada pembalut. Kemudian rekatkan pada pakaian dalam Anda.**Alat Kesehatan & Medis Habis Pakai**Pack @ 14 Pads**KAO Indonesia**Kemenkes RI: AKD11104910062"
110,Laurier Healthy Skin 30cm 8 Pads,Rp14.300 - Rp19.700,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Alat Kesehatan & Medis Habis Pakai**Pack @ 8 Pads**KAO Indonesia**Kemenkes RI: AKD11104710559
111,Laurier Healthy Skin 35 cm 6 Pads,Rp9.400 - Rp18.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Alat Kesehatan & Medis Habis Pakai**Pack @ 6 Pads**KAO Indonesia**Kemenkes RI: AKD11104910063
112,Laurier Healthy Skin Non Wing 22 cm 20 Pads,Rp12.800 - Rp23.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Alat Kesehatan & Medis Habis Pakai**Pack @ 20 Pads**KAO Indonesia**Kemenkes RI: AKD11104710560
113,Laurier Relax Night Celana Menstruasi Size M-XL 2 Pieces,Rp25.500 - Rp30.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Alat Kesehatan & Medis Habis Pakai**Pack @ 2 Pieces**KAO Indonesia**Kemenkes RI: AKL11104028183
114,Laurier Relax Night Wing 35 cm 12 Pads,Rp18.500 - Rp25.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"LAURIER RELAX NIGHT merupakan pembalut wanita yang digunakan saat menstruasi. Produk ini dilengkapi inti penyerap instan, sehingga mampu menyerap cairan secara maksimal, memberikan perlindungan anti bocor, serta rasa nyaman dan kering. Dengan butterfly wing, melindungi segala sisi, serta dilengkapi pelindung belakang yang lebar dan mencegah bocor samping.**Pembalut menstruasi**Non Moven Wadding Tissue Flufl Pulp Backsheet Hotmalt Rebenic Paper**Sesuai kebutuhan**Buka kemasan produk, lalu ambil pembalut dan lepaskan stiker yang merekat pada pembalut lalu rekatkan pada pakaian dalam.**Reaksi alergi**Alat Kesehatan & Medis Habis Pakai**Pack Isi 12 Pads**KAO Indonesia**Kemenkes RI: AKD11104020039"
115,Laurier Relax Night With Gathers 35 cm 8 Pads,Rp11.000 - Rp22.800,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"LAURIER RELAX NIGHT WITH GATHERS merupakan pembalut wanita yang digunakan saat menstruasi. Produk ini dilengkapi inti penyerap instan, sehingga mampu menyerap cairan menstruasi secara maksimal, memberikan perlindungan anti bocor, rasa nyaman dan kering. Dengan butterfly wing yang melindungi segala sisi, pas menempel di tubuh serta dilengkapi dengan pelindung belakang yang lebar dan mencegah bocor samping.**Pembalut untuk menyerap cairan mentruasi secara maksimal.**Buka kemasan produk, lalu ambil pembalut dan lepaskan stiker yang merekat pada pembalut. Kemudian rekatkan pada pakaian dalam Anda.**Alat Kesehatan & Medis Habis Pakai**Pack @ 8 pads**KAO Indonesia**Kemenkes RI: AKD11104020057"
116,Natracare Tampons Organic Regular 10 Pads,Rp67.000 - Rp100.300,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Alat Kesehatan & Medis Habis Pakai**Dus @ 10 Pads**Asia Utama Indonesia**Kemenkes RI: AKL 21104513876
117,Prodiva Gel 30 g,Rp253.400 - Rp316.200,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Prodiva merupakan gel untuk wanita dan anak-anak yang cenderung mengalami iritasi dan ketidakseimbangan mikroba di daerah intim. Prodiva gel digunakan untuk membantu menjaga kebersihan daerah intim, membantu mengurangi gejala iritasi bagian luar daerah intim, membantu mengurangi risiko terjadinya ""keputihan"" terutama saat : terapi dengan antibiotika (baik oral maupun vaginal), saat bepergian, dimana kebersihan kurang terjaga, menurunnya daya tahan tubuh, setelah menstruasi, dan masa klimakterium.**Gel untuk membantu melindungi, menjaga dan mengurangi iritasi di daerah intim pada wanita dan anak-anak.**Lactobacillus ferment.**1 kali sehari sebelum tidur malam. Bila perlu, dosis dapat diberikan 2 atau 3 kali sehari.**Oleskan tipis-tipis pada bagian selangkangan atau perineum dan sekitar daerah intim kewanitaan bagian luar.**Nyeri ringan**Produk Konsumen**Box, Airless Container @ 30 gram**Darya Varia Laboratoria**BPOM: NC38181600006"
118,Sebamed Feminine Intimate Wash 200 ml,Rp160.000 - Rp233.900,Indikasi Umum**Komposisi**Golongan Produk**Manufaktur**No. Registrasi,"Membersihkan vagina secara lembut Mengharumkan area vagina**Cyclopentasiloxane, Aluminum Zirconium Tetrachlorohydrex GLY, PPG-14 Butyl Ether, Stearyl Alcohol, Hydrogenated Castor Oil, Talc, Perfume, Sodium Starch Octenylsuccinate, Mannitol, Hydrated Silica, Citric Acid, BHT, Sodium Ascorbate, Calcium Disodium EDTA**Produk Konsumen**Sebapharma**BPOM: NC16111600084"
119,Softex Celana Menstruasi Pembalut All Size 2 Pieces,Rp18.000 - Rp35.200,Deskripsi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Softex Celana Menstruasi All Size (ukuran Celana 26-30), merupakan pembalut bentuk celana dengan daya serap 3x pembalut panjang dan bahan selembut kain yang pas dibadan, akan memberikan perlindungan saat saat tidur, olahraga dan traveling. Membuat rasa lebih nyaman saat haid lagi sangat deras.**Alat Kesehatan & Medis Habis Pakai**Pack @ 2 Pieces**Softex Indonesia**KEMENKES RI: AKD11104020147"
120,Softex Comfort Slim 8 Pads,Rp4.800 - Rp12.400,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,"Pembalut yang memberikan kenyamanan maksimal, berdaya serap tinggi, memiliki inovasi Liquid Lock dan lapisan sirkulasi udara yang sempurna**Produk Konsumen**Pads 8 X 1**Softex Indonesia"
121,Softex Daun Sirih Slim Heavy Flow Wing 29 cm 16 Pads,Rp19.000 - Rp27.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Alat Kesehatan & Medis Habis Pakai**Pack @ 18 Pads**Softex Indonesia**Kemenkes: AKD 11104811059
122,Absolute Daily Feminine Hygiene Hypoallergenic Youth Revitalize 60 ml,Rp21.500 - Rp40.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 60 ml**Citra Usaha Lamindo
123,Absolute Feminine Hygiene 60 ml,Rp12.800 - Rp41.800,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"-**Mencegah gatal-gatal, iritasi, dan bau pada daerah kewanitaan**Biolacto active, Extrak Chamomille**Dapat digunakan beberapa kali sehari**Tuangkan sedikit Absolute ke telapak tangan, tambahkan air secukupnya dan busakan, basuhkan ke daerah kewanitaan anda, diamkan beberapa saat lalu bilas dengan air hingga bersih**Kocok dahulu sebelum digunakan**-**Produk Konsumen**Botol @ 60 ml**Kino Indonesia**BPOM: NA18141600043"
124,Absolute Feminine Hygiene Chamomile 150 ml,Rp27.300 - Rp79.800,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"-**Menjaga flora normal dan pH alami 3.5 yang efektif membuat bakteri dan jamur tidak bertahan hidup. Menjaga kesuburan wanita, mencegah keputihan, gatal-gatal, bau tidak sedap, rasa tidak nyaman.**Tuangkan sedikit Absolute ke telapak tangan, tambahkan air secukupnya dan busakan, basuhkan ke daerah kewanitaan anda, diamkan beberapa saat lalu bilas dengan air hingga bersih**Produk Konsumen**Botol 150 ml X 1**Kinocare Era Kosmetindo**BPOM: NA18141600043"
125,Andalan Feminine Care Fresh 60 ml,Rp11.500 - Rp28.000,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"? Menjaga kebersihan, kesegaran & melindungi dari bau tak sedap ? Mencegah timbulnya infeksi vagina ? Menjaga keseimbangan bakteri baik dan level pH di area kewanitaan ? Memberikan perlindungan lembut dan menyeluruh dari iritasi dan rasa gatal**Produk Konsumen**Botol @ 60 ml**DKT International**BPOM: NA18211600057"
126,Andalan Feminine Care Fresh Intimate Wipes 10 Sheets,Rp7.100 - Rp13.000,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Untuk membersihkan area kewanitaan dengan maksimal dan menjaga keseimbangan pH pada daerah kewanitaan.**Alat Kesehatan & Medis Habis Pakai**Pack @ 10 Lembar**Falmaco Nonwoven Industri**Kemenkes RI: PKD10104020024
127,Andalan Feminine Care Natural White 60 ml,Rp12.500 - Rp29.700,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,"? Menjaga kebersihan, kesegaran & melindungi dari bau tak sedap ? Mencerahkan area V dan lebih berseri ? Menjaga & mengencangkan elastisitas dinding area kewanitaan ? Memberikan perlindungan lembut dan menyeluruh dari iritasi dan rasa gatal**Produk Konsumen**Botol @ 60 ml**DKT International"
128,Andalan Feminine Care Revitalize 60 ml,Rp12.500 - Rp30.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 60 ml**DKT International
129,Bagus Nina Anion 24 cm 10 Pads,Rp17.000 - Rp33.900,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Bagus Nina Anion adalah pembalut wanita yang memiliki lapisan pembalut yang lembut, tembus udara dan memiliki daya serap ultra maksimal untuk menjaga daerah kewanitaan agar tetap kering. Kandungan Anion-nya mampu meningkatkan percaya diri dan kebugaran sehingga terasa nyaman saat digunakan dan memiliki sensasi rasa mint yang menyegarkan bagi daerah kewanitaan.**Pembalut untuk menyerap cairan mentruasi secara maksimal.**-**Sesuai kebutuhan**-**Simpan di temapt ejuk dan kering. Jangan buang ke dalam toilet.**-**-**Alat Kesehatan & Medis Habis Pakai**Pouch @ 410 g**Panca Talenta Mas**Kemenkes RI: AKL11104714958"
130,Bagus Nina Anion 28 cm 10 Pads,Rp26.900 - Rp55.300,Deskripsi**Indikasi Umum**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Bagus Nina Anion adalah pembalut wanita yang memiliki lapisan pembalut yang lembut, tembus udara dan memiliki daya serap ultra maksimal untuk menjaga daerah kewanitaan agar tetap kering. Kandungan Anion-nya mampu meningkatkan percaya diri dan kebugaran sehingga terasa nyaman saat digunakan dan memiliki sensasi rasa mint yang menyegarkan bagi daerah kewanitaan.**Pembalut untuk menyerap cairan mentruasi secara maksimal.**Sesuai kebutuhan**Buka bungkus pembalut dan tempelkan sisi yang lengket langsung di pakaian dalam.**Simpan di tempat sejuk dan kering. Jangan buang ke dalam toilet.**Alat Kesehatan & Medis Habis Pakai**Pack @ 10 Pads**Panca Talenta Mas**Kemenkes RI: AKL11104714955"
131,Bagus Nina Anion 33 cm Extra Long 8 Pads,Rp49.000 - Rp54.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack @ 8 Pads**Panca Talenta Mas
132,Bagus Nina Pantyliner Anion Floral Scent 20 Pads,Rp19.900 - Rp30.500,Deskripsi**Indikasi Umum**Dosis**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Nina Anion Pantyliner adalah pembalut wanita dengan ukuran lebih kecil dan lebih tipis dari pembalut biasa. Pantyliner ini memiliki permukaan yang lembut sehingga nyaman digunakan sehari-hari dan dipadu dengan keharuman yang menenangkan. Nina Anion Pantyliner dibuat ultra tipis untuk memberikan kenyamanan yang maksimal, serta layer paling atas dipenuhi dengan kapas halus sehingga tidak terasa memakai pembalut.**DISKON PRODUK INI HANYA BERLAKU UNTUK PEMBELIAN MELALUI OFFICIAL STORE WATSONS DI APLIKASI HALODOC. Pembalut saat keputihan atau saat keluarnya lendir berlebih dari organ kewanitaan.**Sesuai kebutuhan**Simpan di temapt sejuk dan kering. Jangan buang ke dalam toilet.**Alat Kesehatan & Medis Habis Pakai**Pack @ 20 pads**Panca Talenta Mas**Kemenkes RI: AKL11104714959"
133,Bagus Nina Pantyliner Anion Natural Scent 20 Pads,Rp19.900 - Rp30.500,Deskripsi**Indikasi Umum**Dosis**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Nina Anion Pantyliner adalah pembalut wanita dengan ukuran lebih kecil dan lebih tipis dari pembalut biasa. Pantyliner ini memiliki permukaan yang lembut sehingga nyaman digunakan sehari-hari dan dipadu dengan keharuman yang menenangkan. Nina Anion Pantyliner dibuat ultra tipis untuk memberikan kenyamanan yang maksimal, serta layer paling atas dipenuhi dengan kapas halus sehingga tidak terasa memakai pembalut.**Pembalut saat keputihan atau saat keluarnya lendir berlebih dari organ kewanitaan.**Sesuai kebutuhan**Simpan di temapt sejuk dan kering. Jangan buang ke dalam toilet.**Alat Kesehatan & Medis Habis Pakai**Pack @ 20 pads**Panca Talenta Mas**Kemenkes RI: AKL11104714959"
134,Bagus Nina Soft Care 28 Cm 10 Pads,Rp12.900 - Rp18.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack 10 pads**Panca Talenta Mas
135,Betadine Feminine Wash Foam Daily Use Fresh And Active Lemon Verbena 100 ml,Rp43.000 - Rp74.300,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Betadine Feminine Wash Foam Daily Use Fresh And Active Lemon Verbena dibuat eksklusif untuk memberikan kesegaran yang lebih lama di area kewanitaan, serta menjaga keseimbangan pH dan bakteri baik.**Memberikan kesegaran yang lebih lama di area kewanitaan, serta menjaga keseimbangan pH dan bakteri baik.**Aqua (Water), Cocamidopropyl Betaine, Lauryl Glucoside, Glycerin, Coco-Glucoside, Propylene Glycol, Lactic Acid, Sucrose Cocoate, Sodium Benzoate, Alpha-Glucan Oligosaccharide, Parfum (Fragrance), Ethylhexylglycerin (sensiva� SC 50), Triethyl Citrate (Citrofol� AI Extra), Butylene Glycol, Limonene, Hexyl Cinnamal, Lippia Citriodora Leaf Extract, Linalool, Helichrysum Italicum Extract**Untuk pencegahan keputihan digunakan 1 kali sehari secara rutin 2 kali seminggu untuk pengobatan keputihan digunakan 2 kali sehari selama 5 hari berturut-turut**Tuangkan Betadine Feminine Wash Foam ke tangan yang telah dibasahi. Usapkan di area kewanitaan dan bilas dengan air bersih.**Produk Konsumen**Botol @ 100 ml**Mundipharma Healthcare Indonesia**BPOM: NA49171600100"
136,Betadine Feminine Wash Natural Daun Sirih Firming Floral 110 ml,Rp14.300 - Rp29.500,Deskripsi**Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Betadine Feminine Wash Natural Daun Sirih Firming Floral 110 ml merupakan produk perlindungan ekstra yang menutrisi, dan menjaga area kewanitaan tetap bersih dan kesat. Betadine Feminine Wash Natural Daun Sirih Floral diformulasi secara khusus dengan ekstrak daun sirih yang memberikan perlindungan dan prebiotik untuk mendukung pertumbuhan bakteri baik.**Pembersih kewanitaan sehari-hari**Gunakan sesuai kebutuhan**Tuangkan pada tangan yang sudah dibasahi. Lalu basuhkan BETADINE Feminine Wash Daun Sirih Floral pada area kewanitaan. Bilas sampai bersih. Cocok untuk digunakan setiap hari. Untuk penggunaan eksternal!**Produk Konsumen**Botol @ 110 ml**Mundipharma Healthcare Indonesia"
137,Blood Corn 50 cm Size M-L 4 Panty Pads,Rp58.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Alat Kesehatan & Medis Habis Pakai**Pack @ 4 Panty Pads**None**Kemenkes RI: AKL11104220104
