,name,price,deskripsi,isi_deksripsi
333,D-Vit Syrup 100 ml,Rp34.500 - Rp47.600,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"D-VIT SIRUP mengandung vitamin D3 400 IU suplementasi vitamin D**Suplementasi vitamin D**Tiap 5 ml mengandung: Vitamin D3 400 IU**Anak diatas 6 tahun: 1 kali sehari 1 sendok takar (5 ml). Dewasa : 1 kali sehari 1 sendok takar (5 ml). Ibu hamil dan menyusi : 1 kali sehari 1 sendok takar (5 ml) Atau sesuai petunjuk dokter**Sesudah makan**Periksa kadar Vitamin D darah sesudah penggunaan 6 (enam) bulan atau lebih. Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui. Hentikan penggunaan bila terjadi gejala alergi. Konsumsi kalsium sesuai Angka Kecukupan Gizi (AKG) untuk menghindari hiperkalsemia. Belum terdapat data keamanan terkait penggunaan obat ini pada wanita hamil dan/atau menyusui. Konsultasikan kepada dokter apabila Anda sedang hamil dan/atau menyusui.**Penderita dengan hipersensitivitas dengan vitamin D3 dan analognya atau dengan komponen lain dalam formula, hiperkalsemia dan hiperkalsiuria, kalsium nefrolitiasis, nefrokalsinosis, hipervitaminosis D, Kerusakan ginjal berat dan gagal ginjal**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi pada obat ini yakni: Hiperkalsemia dan Hiperkalsiuria ( dalam asupan berlebih )**Vitamin & Suplemen**Dus, Botol @ 100 ml**Gracia Pharmindo**BPOM: SD131644271"
334,Force D Vitamin D3 5000 IU 60 Kapsul Lunak,Rp243.100,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Force D Vitamin D3 5000 IU merupakan suplemen kesehatan yang mengandung Vitamin D3 5000 IU yang berfungsi untuk membantu memenuhi kebutuhan Vitamin D dengan cepat pada kondisi tertentu seperti lanjut usia, ibu hamil dan menyusui, resiko tinggi/penderita penyakit infeksi, atau penderita autoimu Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**Membantu memenuhi kebutuhan Vitamin D.**Tiap kapsul lunak mengandung Vitamin D3 (cholecalciferol 25 mcg) 5.000 IU**Dewasa: 1 kali sehari 1 kapsul lunak**Sesudah makan**1. Periksa kadar vitamin D dalam darah sesudah penggunaan 6 (enam) bulan atau lebih 2. Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui 3. Hentikan penggunaan bila terjadi gejala alergi 4. Konsumsi kalsium sesuai Angka Kecukupan Gizi (AKG) untuk menghindari hiperkalsemia**Hati-hati penggunaan pada pasien dengan gangguan ginjal**Obat Keras (Merah)**Botol @ 60 Kapsul lunak**Dexa Medica**BPOM: DKL2105065502A1"
335,Forti-D 1000 IU Sirup 100 ml,Rp82.600 - Rp88.300,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu seperti lanjut usia, ibu hamil, dan menyusui, risiko tinggi/penderita penyakit infeksi atau penderita penyakit autoimun.**Tiap 5 ml mengandung: Cholecalciferol (Vitamin D3) 1000 IU**Dewasa dan anak diatas 12 tahun: 1 kali sehari, 1 sendok takar (5 ml)**Sesudah makan**Tidak boleh digunakan lebih dari 60 hari setelah botol dibuka**Vitamin & Suplemen**Dus, Botol @ 100 ml**Darya Varia Laboratoria**BPOM: SD226017451"
336,Forti-D 400 IU Sirup 100 ml,Rp31.000 - Rp36.900,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu seperti lanjut usia, ibu hamil, dan menyusui, risiko tinggi/penderita penyakit infeksi atau penderita penyakit autoimun.**Tiap 5 ml mengandung: Cholecalciferol 400 IU**Anak diatas 6 tahun: 1 kali sehari 1 sendok takar (5 ml) Dewasa: 1 kali sehari 1 sendok takar (5 ml) Ibu hamil dan menyusui: 1 kali sehari 1 sendok takar (5 ml)**Sesudah makan**Tidak boleh digunakan lebih dari 60 hari setelah botol dibuka**Vitamin & Suplemen**Botol @ 100 ml**Darya Varia Laboratoria**BPOM: SD226017471"
337,Fortiboost Vitamin D3 1000 IU 30 Tablet Kunyah,Rp98.200,Deskripsi**Indikasi Umum**Komposisi**Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Fortiboost D3 adalah vitamin D3 1000 IU dalam bentuk tablet kunyah rasa vanilla yang enak dan juga bebas gluten.**Memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu seperti lanjut usia, ibu hamil dan menyusui, risiko tinggi, penderita penyakit infeksi atau penderita penyakit autoimun.**Tiap tablet kunyah mengandung Vitamin D3 1000 IU.**Dewasa dan anak > 12 th : 1 tablet kunyah sehari, setelah makan**Vitamin & Suplemen**Dus, 5 Strip @ 6 Tablet Kunyah**Combiphar**BPOM: SD211523961"
338,Hi-D 2000 Vitamin D3 6 Tablet Kunyah,Rp24.700,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"HI-D 2000 merupakan tablet kunyah yang membantu menjaga kesehatan tulang, serta melengkapi kebutuhan vitamin D pada tubuh. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Membantu meningkatkan kadar vitamin D pada pasien dengan kekurangan vitamin D.**Cholecalciferol 2000 IU**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak usia lebih dari 12 tahun : 1 tablet kunyah, 1 kali sehari.**Sebelum atau sesudah makan**HARUS DENGAN RESEP DOKTER. Periksa kadar Vitamin D darah sesudah penggunaan 6 bulan atau lebih. Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui. Hentikan penggunaan bila terjadi gejala alergi. Konsumsi kalsium sesuai angka kecukupan gizi atau AKG untuk menghindari hiperkalsemia. Belum terdapat data keamanan terkait penggunaan obat ini pada wanita hamil dan/atau menyusui. Konsultasikan kepada dokter apabila Anda sedang hamil dan/atau menyusui. *Jumlah Stock untuk Produk ini terbatas. Jika tidak tersedia (not available), dapat diorder kembali tanpa dikombinasikan dengan produk lain.**Penderita hipersensitivitas dengan vitamin D3 atau dengan komponen lain dalam formula. Infeksi bakteri atau jamur pada mulut dan tenggorokan. Lesi herpetik karena virus atau lesi intraoral.**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi pada obat ini yakni: Hiperkalsemia dan Hiperkalsiuria ( dalam asupan berlebih )**Vitamin & Suplemen**Dus, 5 strip @ 6 tablet kunyah**Imedco Djaja**BPOM: SD225015701"
339,Holisticare D3 1000 30 Tablet,Rp38.000 - Rp62.100,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"HOLISTICARE D3 1000 mengandung Vitamin D3 1000 IU dikenal sebagai cholecalciferol, suplemen kesehatan yang berfungsi untuk memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu, seperti lanjut usia, risiko tinggi atau penyakit infeksi, penderita penyakit autoimun, dan ibu hamil atau menyusui**Memenuhi kebutuhan Vitamin D**Tiap tablet mengandung : Vitamin D3 (Cholecalciferol) setara dengan 1000 IU**1 x Sehari 1 Tablet**Sesudah makan**Periksa kadar Vitamin D darah sesudah penggunaan 6 (enam) bulan atau lebih. Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui. Hentikan penggunaan bila terjadi gejala alergi. Konsumsi kalsium sesuai Angka Kecukupan Gizi (AKG) untuk menghindari hiperkalsemia.**Penderita dengan hipersensitivitas dengan vitamin D3 dan analognya atau dengan komponen lain dalam formula, hiperkalsemia dan hiperkalsiuria, kalsium nefrolitiasis, nefrokalsinosis, hipervitaminosis D, Kerusakan ginjal berat dan gagal ginjal**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi pada obat ini yakni: Hiperkalsemia dan Hiperkalsiuria ( dalam asupan berlebih )**Vitamin & Suplemen**Dus, Botol Plastik @ 30 Tablet**Indocare Citra Pasific**BPOM: SD204502891"
340,Kid-D Sirup 60 ml,Rp96.000 - Rp106.300,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"KID-D SIRUP merupakan suplemen dengan kandungan Vitamin D3 (Cholecalciferol) 400 IU tiap 1 ml. Suplemen ini digunakan seagai suplementasi vitamin D.**Suplementasi Vitamin D.**Tiap 1 ml mengandung : Vitamin D3 (cholecalciferol) 400 IU**Dewasa dan anak usia lebih dari 1 tahun : 1 kali sehari, 1 ml**Dapat digunakan sesudah makan**Vitamin & Suplemen**Dus, Botol @ 60 ml**Imedco Djaja**BPOM: SD211616961"
341,Vita-D 1000 IU 30 Tablet,Rp21.500,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Berperan sebagai modulator imun pada kulit dengan kondisi dermatitis atopik, psoriasis, acne vulgaris (jerawat) dan urtikaria kronis. Sebagai antioksidan dan antiinflamasi. Sebagai Imunomodulator untuk menjaga imunitas tubuh. Membantu menurunkan risiko infeksi saluran nafas. Memenuhi kebutuhan vitamin D dengan cepat pada kondisi seperti lanjut usia, ibu hamil dan menyusui, resiko tinggi/penderita infeksi atau penderita penyakit autoimun**Vitamin D3 (cholecalciferol) 1000 IU**1 tablet sehari sesudah makan atau sesuai anjuran dokter**Sesudah makan**Vitamin & Suplemen**Dus, Botol @ 30 Tablet**Genero Pharmaceutical**BPOM: SD211504641"
342,Camivit D3 1000 IU 30 Kapsul,Rp34.500 - Rp46.600,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Camivit D3 1000 IU merupakan suplemen kesehatan yang memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu, seperti lanjut usia, risiko tinggi atau penyakit infeksi, penderita penyakit autoimun, dan ibu hamil atau menyusui (atas konsultasi dokter).**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meningkatkan kadar vitamin D pada pasien dengan kekurangan vitamin D.**Tiap kapsul mengandung : Vitamin D3 1000 IU**1 x 1 kapsul per hari**Sesudah atau sebelum makan.**Periksa kadar Vitamin D darah sesudah penggunaan 6 (enam) bulan atau lebih. Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui. Hentikan penggunaan bila terjadi gejala alergi. Konsumsi kalsium sesuai Angka Kecukupan Gizi (AKG) untuk menghindari hiperkalsemia.**Vitamin & Suplemen**Dus, Botol @ 30 Kapsul Lunak**Lucas Djaja**BPOM: SD201305691"
343,Comvit/Fasfit D 1000 IU 10 Tablet,Rp13.200 - Rp22.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Comvit/Fasfit D 1000 IU 10 Tablet merupakan suplemen kesehatan yang memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu, seperti lanjut usia, risiko tinggi atau penyakit infeksi, penderita penyakit autoimun, dan ibu hamil atau menyusui (atas konsultasi dokter).**Memenuhi kebutuhan Vitamin D dengan cepat pada kondisi tertentu seperti lanjut usia, ibu hamil dan menyusui, risiko tinggi atau penderita penyakit infeksi atau penderita penyakit autoimun.**Tiap Kaplet mengandung: Vitamin D3 10 mg (setara dengan 1000 IU).**1 x sehari 1 kaplet**Sesudah makan**Periksa kadar Vitamin D darah sesudah penggunaan 6 (enam) bulan atau lebih. Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui. Hentikan penggunaan bila terjadi gejala alergi. Konsumsi kalsium sesuai Angka Kecukupan Gizi (AKG) untuk menghindari hiperkalsemia.**Penderita hipersensitivitas dengan vitamin D3 atau dengan komponen lain dalam formula**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi pada obat ini yakni: Hiperkalsemia dan Hiperkalsiuria ( dalam asupan berlebih )**Vitamin & Suplemen**Dus, 3 Strip @ 10 Kaplet salut selaput**Novapharin**BPOM: SD211541521"
344,D1K Vitamin D3 1000 IU 10 Kapsul,Rp28.900 - Rp37.700,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"D1K Vitamin D3 1000 IU merupakan suplemen kesehatan yang memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu, seperti lanjut usia, risiko tinggi atau penyakit infeksi, penderita penyakit autoimun, dan ibu hamil atau menyusui (atas konsultasi dokter).**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meningkatkan kadar vitamin D pada pasien dengan kekurangan vitamin D.**Tiap kapsul mengandung : Vitamin D3 1000 IU**1 kali sehari 1 kapsul**Sesudah atau sebelum makan.**Periksa kadar Vitamin D darah sesudah penggunaan 6 (enam) bulan atau lebih. Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui. Hentikan penggunaan bila terjadi gejala alergi. Konsumsi kalsium sesuai Angka Kecukupan Gizi (AKG) untuk menghindari hiperkalsemia.**Vitamin & Suplemen**Dus, 10 strip @ 10 kapsul**Metiska Farma**BPOM: SD201300961"
345,D3-1000 Vitamin 10 Tablet,Rp26.600 - Rp36.400,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Memenuhi kebutuhan Vitamin D**Tiap tablet mengandung: Vitamin D3 1000 IU (setara dengan Cholecalciferol 25 mcg)**Dewasa atau anak > 12 tahun : 1 tablet**Sesudah makan**Vitamin & Suplemen**Dus, 3 Strip @ 10 Tablet**Pyridam Farma**BPOM: SD201591001"
346,D3-400 10 Tablet,Rp11.900 - Rp30.800,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"D3-400 dikenal sebagai cholecalciferol, sumber utama vitamin D3 diperoleh dari paparan sinar UVB yang berasal dari radiasi sinar matahari, serta konsumsi sumber makanan seperti ikan salmon, susu, jus, yogurt, kedelai, dan suplemen oral. Molekul aktif dari vitamin D, yaitu kalsitriol, berperan dalam metabolisme absorpsi kalsium ke dalam tulang, fungsi otot, sekaligus sebagai immunomodulator yang berpengaruh terhadap sistem kekebalan untuk melawan beberapa penyakit, termasuk diabetes dan kanker. Suplemen ini digunakan untuk membantu memenuhi kebutuhan kalsium pada masa pertumbuhan, hamil dan menyusui, serta mencegah osteoporosis saat menopause.**Sebagai suplementasi Vitamin D3 untuk membantu memelihara kesehatan tulang.**Setiap tablet mengandung Vitamin D3 400 IU**Sehari 1 kali 1 Tablet**Setelah makan**Penderita dengan hipersensitivitas dengan vitamin D3 dan analognya atau dengan komponen lain dalam formula, hiperkalsemia dan hiperkalsiuria, kalsium nefrolitiasis, nefrokalsinosis, hipervitaminosis D, Kerusakan ginjal berat dan gagal ginjal**Hiperkalsemia ( dalam asupan berlebih )**Vitamin & Suplemen**Dus, 3 Strip @ 10 Tablet**Pyridam Farma**BPOM: SD181552501"
347,D3-400 Sirup 60 ml,Rp29.000 - Rp43.000,Indikasi Umum**Komposisi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Suplementasi vitamin D dan membantu memelihara kesehatan tulang**Setiap 5 ml mengandung Vitamin D3 400 IU**Vitamin & Suplemen**Dus, Botol @ 60 ml**Pyridam Farma**BPOM: SD181652551"
348,Daily D3 1000 IU 10 Tablet,Rp25.800 - Rp40.300,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Daily D3 1000 IU merupakan suplemen kesehatan yang memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu, seperti lanjut usia, risiko tinggi atau penyakit infeksi, penderita penyakit autoimun, dan ibu hamil atau menyusui (atas konsultasi dokter).**Suplemen yang digunakan untuk membantu memenuhi kebutuhan vitamin D**Tiap tablet mengandung : Vitamin D3 1000 IU**1 x sehari 1 tablet**Sesudah atau sebelum makan**- Periksa kadar Vitamin D darah sesudah penggunaan 6 (enam) bulan atau lebih. - Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui. - Hentikan penggunaan bila terjadi gejala alergi. - Konsumsi kalsium sesuai Angka Kecukupan Gizi (AKG) untuk menghindari hiperkalsemia**Penderita dengan hipersensitivitas dengan vitamin D3 dan analognya atau dengan komponen lain dalam formula, hiperkalsemia dan hiperkalsiuria, kalsium nefrolitiasis, nefrokalsinosis, hipervitaminosis D, Kerusakan ginjal berat dan gagal ginjal**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi pada obat ini yakni: Hiperkalsemia dan Hiperkalsiuria ( dalam asupan berlebih )**Vitamin & Suplemen**Dus, 6 Strip @ 10 Tablet**Interbat**BPOM: SD201500991"
349,Devit Vitamin D3 1000 IU 10 Tablet Kunyah,Rp28.600 - Rp40.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Devit Vitamin D3 1000 IU merupakan suplemen kesehatan yang memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu, seperti lanjut usia, risiko tinggi atau penyakit infeksi, penderita penyakit autoimun, dan ibu hamil atau menyusui (atas konsultasi dokter).**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meningkatkan kadar vitamin D pada pasien dengan kekurangan vitamin D.**Tiap tablet kunyah mengandung : Vitamin D3 1000 IU**1 kali sehari 1 tablet.**Sesudah atau sebelum makan.**Periksa kadar Vitamin D darah sesudah penggunaan 6 (enam) bulan atau lebih. Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui. Hentikan penggunaan bila terjadi gejala alergi. Konsumsi kalsium sesuai Angka Kecukupan Gizi (AKG) untuk menghindari hiperkalsemia.**Vitamin & Suplemen**Dus, 3 strip @ 10 tablet kunyah**Gracia Pharmindo**BPOM: SD201500921"
350,Femmy Vitamin D3 1000 IU 10 Tablet,Rp28.000,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Femmy Vitamin D3 1000 IU merupakan suplemen kesehatan yang untuk memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu, seperti lanjut usia, risiko tinggi atau penyakit infeksi, penderita penyakit autoimun, dan ibu hamil atau menyusui (atas konsultasi dokter).**Suplementasi vitamin D3.**Tiap tablet mengandung : Vitamin D3 1000 IU**1 kali sehari 1 tablet.**Sesudah atau sebelum makan.**Periksa kadar Vitamin D darah sesudah penggunaan 6 (enam) bulan atau lebih. Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui. Hentikan penggunaan bila terjadi gejala alergi. Konsumsi kalsium sesuai Angka Kecukupan Gizi (AKG) untuk menghindari hiperkalsemia. Belum terdapat data keamanan terkait penggunaan obat ini pada wanita hamil dan/atau menyusui. Konsultasikan kepada dokter apabila Anda sedang hamil dan/atau menyusui.**Penderita dengan hipersensitivitas dengan vitamin D3 dan analognya atau dengan komponen lain dalam formula, hiperkalsemia dan hiperkalsiuria, kalsium nefrolitiasis, nefrokalsinosis, hipervitaminosis D, Kerusakan ginjal berat dan gagal ginjal**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi pada obat ini yakni: Hiperkalsemia dan Hiperkalsiuria ( dalam asupan berlebih )**Vitamin & Suplemen**Dus, 1 strip @ 10 tablet salut selaput**Bintang Toedjoe**BPOM: SD211501891"
351,For-D3 Vitamin D3 1000 IU 10 Tablet Kunyah,Rp27.600 - Rp36.400,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"For-D3 Vitamin D3 1000 IU merupakan suplemen kesehatan yang memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu, seperti lanjut usia, risiko tinggi atau penyakit infeksi, penderita penyakit autoimun, dan ibu hamil atau menyusui (atas konsultasi dokter).**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meningkatkan kadar vitamin D pada pasien dengan kekurangan vitamin D.**Tiap tablet mengandung : Vitamin D3 1000 IU**1 kali sehari 1 tablet**Sesudah atau sebelum makan.**Periksa kadar Vitamin D darah sesudah penggunaan 6 (enam) bulan atau lebih. Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui. Hentikan penggunaan bila terjadi gejala alergi. Konsumsi kalsium sesuai Angka Kecukupan Gizi (AKG) untuk menghindari hiperkalsemia.**Vitamin & Suplemen**Dus, 3 strip @ 10 tablet kunyah**Bernofarm**BPOM: SD211513361"
352,Force D Vitamin D3 1000 IU 60 Kapsul Lunak,Rp211.200 - Rp211.500,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu seperti lanjut usia, ibu hamil dan menyusui, risiko tinggi atau penderita penyakit infeksi atau penderita penyakit autoimun**Tiap kapsul lunak mengandung Vitamin D3 (cholecalciferol 25 mcg) 1.000 IU**Dewasa: 1 kali sehari 1 kapsul lunak**Sesudah makan**- Periksa kadar vitamin D dalam darah sesudah penggunaan 6 (enam) bulan atau lebih - Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui - Hentikan penggunaan bila terjadi gejala alergi - Konsumsi kalsium sesuai Angka Kecukupan Gizi (AKG) untuk menghindari hiperkalsemia**Hati-hati penggunaan pada pasien dengan gangguan ginjal**Vitamin & Suplemen**Dus, Botol @ 60 Kapsul Lunak**Dexa Medica**BPOM: SD211332411"
353,Forti-D 2000 Vitamin D3 4 Kapsul Lunak,Rp13.000 - Rp13.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Forti-D 2000 Vitamin D3 merupakan kapsul lunak yang membantu menjaga kesehatan tulang, serta melengkapi kebutuhan vitamin D pada tubuh.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Memenuhi kebutuhan Vitamin D dengan cepat pada kondisi tertentu seperti lanjut usi dan/atau risiko tinggi penderita penyakit infeksi atau penyakit autoimun.**Setiap Kapsul mengandung: Cholecalciferol 2000 IU.**Dewasa: Dipakai dengan dosis maksimal 4000 IU/hari.**Sesudah makan**Periksa kadar Vitamin D darah sesudah penggunaan 6 bulan atau lebih. Konsultasikan dengan dokter untuk penggunaan pada ibu hamil dan menyusui. Hentikan penggunaan bila terjadi gejala alergi. Konsumsi kalsium sesuai angka kecukupan gizi atau AKG untuk menghindari hiperkalsemia. Belum terdapat data keamanan terkait penggunaan obat ini pada wanita hamil dan/atau menyusui. Konsultasikan kepada dokter apabila Anda sedang hamil dan/atau menyusui. *Jumlah Stock untuk Produk ini terbatas. Jika tidak tersedia (not available), dapat diorder kembali tanpa dikombinasikan dengan produk lain.**Penderita hipersensitivitas dengan vitamin D3 atau dengan komponen lain dalam formula. Infeksi bakteri atau jamur pada mulut dan tenggorokan. Lesi herpetik karena virus atau lesi intraoral.**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi pada obat ini yakni: Hiperkalsemia dan Hiperkalsiuria ( dalam asupan berlebih )**Vitamin & Suplemen**Dus, 7 Strip @ 7 Kapsul Lunak**Darya Varia Laboratoria**BPOM: SD223031471"
354,Fortiboost Vitamin D3 1000 IU 6 Tablet Kunyah,Rp4.900 - Rp23.300,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu seperti lanjut usia, ibu hamil dan menyusui, risiko tinggi, penderita penyakit infeksi atau penderita penyakit autoimun.**Vitamin & Suplemen**Dus, 5 Amplop @ 1 Strip @ 6 Kaplet Salut Selaput**Combiphar**BPOM: SD225058921"
355,Freddo Vitamin D3 400 IU 60 Tablet,Rp88.300 - Rp107.600,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"FREDDO VITAMIN D3 400 IU merupakan suplemen kesehatan yang mengandung vitamin D3. Vitamin D3 dikenal sebagai cholecalciferol, sumber utama vitamin D3 diperoleh dari paparan sinar UVB yang berasal dari radiasi sinar matahari, serta konsumsi sumber makanan seperti ikan salmon, susu, jus, yogurt, kedelai, dan suplemen oral. Molekul aktif dari vitamin D, yaitu kalsitriol, merupakan pemeran utama dalam metabolisme absorpsi kalsium ke dalam tulang, fungsi otot, sekaligus sebagai immunomodulator yang berpengaruh terhadap sistem kekebalan untuk melawan beberapa penyakit, termasuk diabetes dan kanker. Suplemen ini digunakan untuk membantu kebutuhan kalsium pada masa pertumbuhan, hamil dan menyusui, serta mencegah osteoporosis saat menopause.**Membantu memenuhi kebutuhan vitamin D, membantu memelihara kesehatan tulang, dan membantu memelihara fungsi imun**Vitamin D3 400 IU**1 kali sehari 1 tablet**Sesudah makan**Peningkatan risiko hiperkalsemia dan hiperkalsiuria pada pasien hipoparatiroid yang menerima vitamin D. Hati-hati saat menggunakan pada pasien dengan riwayat batu ginjal, gangguan ginjal.**Sembelit, perut kembung, mual, sakit perut dan diare. Pruritus, ruam kulit dan urtikaria.**Vitamin & Suplemen**Dus, Botol Plastik @ 60 Tablet**HERMED**BPOM: SD192555821"
